Annee,Score,Metascore,Genre,Revenu,Votes
2005,7.6,72,1,4.24,198118
2001,5.7,50,1,180.01,197903
1994,7.8,70,5,3.15,197574
2011,7.3,68,3,77.59,197484
2011,6.6,70,7,75.66,197312
2008,7,46,1,42.75,197027
2012,7.1,47,3,148.31,196799
2004,7.2,47,7,370.78,196667
1998,7.1,87,5,100.32,196439
1965,8.3,74,17,15,195742
2002,7.2,82,5,170.69,195704
1982,7.7,61,1,47.21,195553
1978,7.8,81,11,47,195447
2011,6.4,33,5,103.03,195069
1999,7.3,62,2,30.65,195023
1959,8.1,90,2,74.7,194976
1994,7.3,74,6,50.28,194905
2009,7,50,3,196.57,194684
2008,7.1,57,1,39.39,194645
2005,7.6,74,7,47.4,194537
2010,6.4,51,1,52,193722
1980,8.2,77,4,NA,193714
2003,5.3,42,1,102.54,193596
2009,7.8,76,6,10.1,192802
1993,7.8,73,7,9.17,192291
2008,8,59,1,NA,192148
2015,7.4,57,7,52.42,192133
2015,6.2,42,1,130.18,192018
2011,7.3,63,6,58.01,191992
2011,6.2,50,5,70.66,191925
2013,6.7,40,1,46,191634
2011,6,50,1,100.24,191632
2015,6.3,43,1,81.7,191569
1996,6.3,52,5,37.77,191492
1988,8.5,80,7,11.99,191394
2012,6.8,53,11,48.09,191267
2008,7.9,82,7,2.12,191189
1996,6.8,60,7,46.35,189664
2009,7.9,63,7,0,189576
2016,7.5,67,6,10.64,189505
1998,7.2,43,7,44.62,189370
2013,6.3,44,2,234.91,189237
2014,5.8,31,1,191.2,188884
2009,5.8,32,1,152.27,188447
2012,6.7,49,5,57.01,188120
2007,7.1,39,7,53.7,188083
2004,7.7,67,4,51.68,187998
1952,8.3,99,5,8.82,187723
2003,6.2,52,5,135.65,187469
2016,7.5,74,4,125.07,187403
2011,8.3,95,6,7.1,187381
2017,7.5,82,1,146.88,187206
2002,6.1,56,1,160.94,186952
2012,6.8,52,1,126.37,186939
2005,7.6,72,7,23.09,186819
2004,6.7,47,5,14.59,186594
2013,6.4,52,1,73.1,186461
2011,6.9,63,3,143.62,186155
2004,7.3,65,7,33.99,185976
2003,7.4,81,1,93.93,185711
2008,6.5,54,1,130.32,185519
2015,6.6,56,5,53.86,185176
1997,7.3,61,7,0.5,185088
2009,6.5,28,5,88.92,184656
1988,8.5,NA,3,NA,184534
1980,7.8,78,5,83.4,184355
2007,7.1,NA,1,NA,184292
2015,6.4,56,3,336.05,184266
2003,6.4,45,5,105.81,183763
2013,5.3,28,1,67.35,183683
2008,6.4,43,1,36.32,183648
2002,7.4,35,7,41.23,183527
1993,7.9,59,6,12.28,183427
2015,7.1,51,5,75.76,183389
2000,7.6,86,6,124.12,183204
2006,7.2,63,7,70.27,183078
2015,6.1,43,1,155.19,183062
2016,6.6,58,1,162.43,182226
1995,6.3,45,2,108.39,182042
2009,7,70,5,71.44,182040
2013,6.4,45,1,49.88,181988
2008,6.4,51,5,144.13,181598
1969,8.1,66,4,102.31,181220
1993,7.9,NA,6,36.95,181156
2007,6.4,NA,6,35.19,181061
2008,5,34,13,64.51,181006
2002,6.7,52,1,82.35,180999
2001,5.8,33,1,131.14,180716
1936,8.5,96,5,0.16,180581
2004,6.8,62,2,118.63,180306
2001,6.6,48,1,226.16,180294
1999,6.4,41,5,163.48,180247
2000,7.8,48,4,115.65,179948
1957,8.2,87,2,44.91,179900
2016,7.4,65,11,102.47,179888
2018,6.9,79,2,32.73,179734
2004,6.9,64,5,44.54,179612
2005,7.2,71,2,26.02,179537
2002,6.2,62,1,213.31,179346
2004,6.6,45,5,17.72,178935
2010,6.6,60,1,26.59,178934
2009,7,66,3,124.87,178631
2013,6.1,23,1,55.7,178531
2003,6.3,43,5,104.57,178477
1984,7.5,76,11,25.5,178277
1999,7.8,73,3,52.01,178152
2016,5.3,60,1,128.34,177859
2013,4.8,33,1,60.52,177345
2013,6.7,55,1,75.61,177097
2011,5.6,47,5,100.29,176936
2006,6.7,36,1,62.32,176276
2000,6.4,47,5,182.81,176101
2013,6.3,42,5,44.67,176002
2013,5.7,41,11,64.47,175792
2003,6.9,64,5,173.4,175762
1998,7.7,77,6,7.27,175709
1996,7,31,5,38.62,175671
2005,6.3,56,1,43.1,175171
2015,7.1,64,1,43.48,174913
2013,7.3,78,7,33.41,174786
2008,6.7,61,3,180.01,174100
2012,6.7,48,5,54.73,173791
1997,7.3,74,3,99.05,173790
2011,6.8,65,1,40.26,173751
1965,8,63,4,163.21,173724
1998,7.7,66,13,14.38,173705
2009,6.6,83,11,42.1,173656
2005,6.8,63,2,51.09,173621
2016,7.1,71,6,89.22,173564
1999,7.3,79,3,171.09,173564
1990,7,52,7,217.63,173446
2009,7.7,80,3,75.29,173385
2008,5.5,54,5,100.02,173130
1988,7.3,73,5,114.97,172748
1998,6.6,57,5,115.82,172561
2008,7.3,69,7,22.91,172429
2008,6.5,62,1,141.62,172259
1940,8.5,NA,5,NA,172055
2013,7.2,55,3,187.17,172048
1979,7,73,1,8.75,172022
1999,6.4,57,1,126.94,171943
1964,8,65,17,14.5,171778
1989,7.6,76,5,92.82,171577
2014,6.9,83,11,14.67,171569
2012,7.6,73,7,19.02,171427
1950,8.4,NA,7,NA,171403
2004,6.2,35,1,51.2,171315
1996,7.6,49,6,49.1,171241
1985,8,88,7,9.93,170862
2011,7.1,85,7,24.15,170445
2011,7.6,73,1,4.11,170173
2009,7,42,11,41.6,170119
2009,7.8,83,3,21,169946
1984,7.2,70,5,148.17,169452
2007,6.3,41,1,50.65,169242
2017,6.7,56,1,226.01,169076
2004,7.1,64,2,18.23,169049
2000,6.1,46,5,260.04,168685
2012,6.8,43,7,125.01,168544
2012,5.7,37,1,83.67,168395
2008,6.9,67,3,114.05,168278
2010,6.8,69,1,81.56,168265
2009,6.4,55,1,65.45,168212
2012,6.6,49,3,161.32,168188
2016,8.1,69,4,51.69,167997
2018,6.3,51,1,416.77,167983
2014,7.3,68,2,30.64,167860
2004,5.6,29,1,80.28,167822
1987,6.9,65,7,63.95,167356
1992,7.5,57,11,82.52,167189
2011,7.2,72,7,4,167007
2007,7.6,77,1,25.03,166993
2018,7,62,1,213.77,166954
2017,6.6,54,11,30.23,166827
1998,5.3,32,1,136.31,166742
2001,6.5,32,1,69.77,166519
2004,7.5,94,5,71.5,166159
2009,8.2,80,7,6.39,165972
2010,6.3,46,1,76.42,165897
2004,6.6,46,7,48.02,165410
2013,7.1,75,6,32.17,164944
2000,7.3,64,7,71.51,164928
2010,7.4,81,7,9.74,164906
2011,5.8,37,1,83.55,164815
1981,7.5,70,11,2.4,164457
2001,7.4,49,7,50.34,164417
1999,6.8,56,7,38.33,164406
1997,6.5,52,1,125.33,164361
2012,6.3,31,1,54.76,164059
2008,6.6,43,1,101.11,163954
2007,6.1,51,2,70.11,163921
1968,8,96,7,NA,163778
2007,7.2,68,6,39.02,163699
1979,7.2,61,7,6.39,163554
2008,7.3,69,6,30.03,163352
2005,8,69,4,61.65,163202
1988,7.7,83,3,156.45,163193
2010,7.4,52,1,21.15,163019
1997,6.5,61,1,172.96,163006
2017,6.4,52,1,40.53,162922
2002,7.9,85,1,53.71,162805
2016,6.1,49,7,NA,162775
2010,6.7,55,5,32.37,162759
1980,7.9,60,2,57.23,162642
2009,6.4,48,5,64.17,162592
2013,5.8,41,1,122.52,162478
2016,7.6,88,1,26.86,162402
2002,5.9,48,1,142.11,162228
2006,6.2,48,11,80.24,162218
1994,7.1,42,1,71.57,162210
2008,6.6,56,5,31.46,162195
2015,5.3,40,1,47.39,161986
1977,7.7,90,7,132.09,161982
2008,7.8,55,7,9.03,161982
1989,6.5,56,1,112.49,161881
2000,6.2,43,1,106.81,161860
2006,7.7,74,4,17.61,161829
2017,7.7,48,4,174.34,161787
1991,6.9,51,1,165.5,161630
2017,6.5,52,6,102.83,161605
2015,7.1,82,5,8.7,161565
2012,6.4,62,7,54.33,161549
2002,7.7,83,5,22.25,161479
1995,6.2,56,1,88.25,161468
1996,7.4,87,7,78.65,161376
2014,6.8,86,7,0.92,161308
2009,6.3,45,1,38.58,161082
2004,7.3,62,2,24.01,161054
2007,7.1,75,3,127.81,161005
2010,5.9,47,2,88.76,160657
2002,7.7,67,7,13.06,160536
2014,6.3,40,1,56.28,160360
2010,6.3,58,3,238.37,160352
1990,7.6,58,1,122.01,160161
2007,7.2,67,2,11.9,160113
2016,6.9,54,1,93.43,160032
2015,7.9,72,4,161.2,159821
1985,6.8,40,7,127.87,159528
2000,5.5,52,1,125.31,159392
2014,6,26,1,89.26,159183
2010,6.4,65,2,60.97,158837
2000,7,88,3,106.83,158773
2005,7,58,4,62.66,158760
1996,6.3,68,1,241.72,158565
1998,7.3,67,1,41.62,158544
2016,7.8,74,4,169.61,158423
1990,7.8,75,6,61.28,158405
2014,7.4,48,6,47.12,158372
2016,5.8,36,1,54.65,158138
1998,7.4,72,7,3.22,157788
2017,6.8,41,1,39.18,157691
2015,6.3,48,5,81.48,157673
1937,7.6,95,3,184.93,157624
2015,6.5,60,1,93.44,157375
1999,7.4,76,6,81.3,157017
1986,7.8,76,7,8.55,156907
1998,7.6,78,7,36.4,156616
2002,7.1,75,5,41.39,156609
2001,6.2,59,5,96.52,156588
2016,7.4,51,7,56.25,156533
1996,7.7,47,6,56.12,156470
2014,6.1,44,1,43.14,156069
2000,7.7,81,2,NA,155779
2000,7.5,79,5,27.28,155694
2007,7.9,NA,7,NA,155685
1995,7.2,55,1,25.63,155218
2005,5.9,55,11,47.33,155047
2013,6.2,57,11,71.63,155018
1994,7.9,70,4,5.89,154490
1964,7.7,87,1,51.08,154478
1987,7.1,46,2,38.12,154439
2008,6.1,36,5,80.28,154401
2003,5.8,30,1,66.47,154248
2009,5.9,42,2,177.24,153668
1971,7.8,67,8,4,153474
2000,7.3,73,4,125.6,153447
2001,6.9,56,1,56.57,153415
1998,7.7,86,5,17.11,153365
2000,7.3,70,3,89.3,153248
2007,7.5,68,4,3.9,153234
1984,7.2,60,1,90.82,153168
2012,7.4,76,7,21.59,152978
2011,6.8,85,7,13.3,152958
1968,8,79,2,33.4,152919
2007,6.6,53,11,39.57,152864
2007,6.2,59,3,82.16,152606
2008,5.5,40,7,79.37,152502
2006,6.5,77,3,198,152409
1998,6.7,63,1,94.1,152346
2008,7.6,84,4,31.84,152256
2017,7.5,94,5,48.96,151970
1992,6.9,41,7,117.73,151951
2016,6.2,66,3,97.66,151887
2016,6.5,61,3,368.38,151862
2014,6.5,39,1,43.58,151751
1999,8,85,3,23.16,151743
1993,7.6,56,6,40.9,151714
1994,7.6,71,1,50.69,151605
2007,6.3,35,1,39.69,151535
2004,5.6,39,1,34.3,151533
2004,5.9,38,1,52.41,151239
2015,6.9,68,4,62.58,151162
1981,7.6,77,1,12.47,151028
2011,6.3,39,5,37.08,150973
2014,6.1,35,1,39.32,150951
2010,6.4,63,5,50.29,150924
2013,6.3,61,5,127.35,150894
1999,6.7,44,13,18.66,150749
2011,6,46,1,83.5,150187
1999,7.1,82,1,60.65,150030
1963,7.7,87,7,11.4,149959
2004,6,48,3,160.86,149855
2013,6.6,60,1,159.58,149724
2010,5.9,37,1,60.13,149629
2010,7.6,65,5,0.22,149527
2016,5.2,32,1,103.14,149445
2004,6.3,46,1,51.88,149248
2007,7.5,69,11,NA,149150
1995,6.8,68,5,56.63,149093
1957,8.4,NA,7,NA,148855
2006,6.6,66,5,148.21,148486
2004,7.4,73,6,2.34,148407
2017,7.7,73,6,33.8,148360
2011,7.1,80,7,3.03,148202
1998,6.2,40,1,140.46,147967
2016,7.9,72,5,5.88,147953
2004,7.2,64,1,32.77,147927
1982,6.8,57,7,125.05,147736
1991,7.3,73,6,79.1,147666
2017,6.9,47,1,75.47,147658
1989,7.6,62,2,54.46,147625
2014,6,52,1,65.01,147339
2018,8,86,1,220.16,147219
1992,7.6,57,5,11.5,147193
2005,6.4,48,5,158.12,146656
1999,7.9,84,4,28.97,146648
1976,7.4,85,11,33.8,146602
1961,7.7,76,5,NA,146533
2011,5.8,39,1,98.78,146352
2007,7.3,82,6,49.03,146325
2009,6.4,47,5,93.95,146262
2004,6.6,61,3,183.37,145983
2009,8.1,NA,3,NA,145867
2010,7.2,77,7,15.54,145704
2006,6.4,52,11,41.78,145653
2000,6.5,55,2,68.54,145575
1995,6.7,58,3,141.6,144947
1989,7.2,70,1,147.25,144912
1967,7.6,65,3,141.84,144783
2009,6.8,76,5,16.03,144458
2016,7.1,57,5,43.02,144447
1984,7.3,64,1,234.76,144409
2013,6.6,47,1,53.26,144363
2000,6.4,59,1,182.62,144136
2005,7.1,58,6,1.01,144086
2006,7.9,89,7,13.76,143829
2007,6.3,64,5,118.59,143606
1978,7.3,80,1,134.22,143462
2016,6.3,44,1,126.64,143438
2006,6.7,67,3,155.02,143215
2008,6.1,51,1,31.72,143213
2002,7.2,73,3,145.79,143137
2017,5.5,34,1,80.1,143098
1999,7.4,51,4,28.87,143064
2013,6.5,57,9,54.24,142983
1967,8.1,91,6,NA,142896
1993,7.7,78,5,7.99,142854
2004,6.1,57,5,57.23,142485
2008,7.2,59,5,31.97,142458
1992,6.7,40,1,144.73,142443
2003,6.4,56,1,56.36,142174
1998,6.5,48,1,56.97,141915
1999,4.9,38,1,113.81,141708
2014,8.1,77,5,3.11,141532
2010,6.2,61,1,176.59,141411
2016,6.5,48,6,75.4,141331
2010,6.3,56,5,98.71,141237
2013,6.4,49,1,42.03,141219
2009,6.7,42,7,43.82,141198
1993,6.6,34,1,58.06,140756
2012,7.3,57,3,103.41,140635
1997,6.1,63,11,101.36,140555
1998,6.6,37,1,130.44,140517
2008,6.1,47,5,76.81,140470
1993,6.8,72,5,126.53,140459
2018,7.2,70,1,216.65,140281
2012,5.9,42,1,37.52,140201
2010,6.1,46,1,63.15,140197
2015,6.8,83,11,25.14,140187
1988,7,47,5,128.15,140124
2005,6.3,53,13,89.71,140086
1986,7.5,79,7,40.46,139858
2012,6.9,60,3,216.39,139522
1997,6.7,35,11,26.67,139080
2004,6.5,33,1,33.68,139057
2014,6.3,40,5,54.45,138949
1931,8.5,NA,5,0.02,138919
2017,6.6,75,7,17.8,138644
2009,6.6,44,1,45.8,138609
2001,6.9,51,5,30.06,138409
2007,6.7,49,1,12.81,138102
1949,8.2,97,10,0.45,138067
2009,7.3,74,4,37.49,137826
2011,6.6,49,1,29.12,137781
2017,6.7,63,1,51.57,137460
1996,6.1,56,5,60.24,137402
2015,7.1,66,4,12.71,137328
1957,8.2,NA,7,NA,137290
2017,6.4,29,1,NA,137289
1927,8.3,98,7,1.24,137119
2007,6.2,44,1,140.13,137079
2007,6.2,42,1,18.21,137072
1999,6.7,45,6,66.52,136995
2001,6.8,54,11,31.6,136773
2008,6.6,40,1,72.27,136725
1960,8.3,NA,5,18.6,136546
2009,6.8,65,2,7.69,136311
1941,8.1,96,10,NA,136264
1993,8.1,84,4,25.01,136235
2003,6.2,38,11,46.96,136150
1998,6.6,72,3,90.76,136085
2008,5.2,31,1,102.49,136072
2015,4.3,27,1,56.12,135714
2018,6.4,48,1,57.42,135480
2010,7,65,7,1.03,135466
2014,6.5,46,6,13.76,135448
2012,6.6,40,1,18.62,135419
2013,6.9,61,13,1.01,135366
1999,6.7,61,5,106.89,135277
1996,6.4,59,3,90.46,135274
2012,6.4,39,1,62.32,135231
2013,6.6,40,11,83.59,135228
1999,7.3,70,2,71.58,135160
2015,6.9,67,7,201.15,134945
1954,8.2,NA,6,0.01,134800
2001,5.3,29,5,71.31,134610
2013,7.5,65,4,83.3,134520
2007,7.5,74,7,7.16,134497
2009,6.8,28,1,10.33,134429
2010,4.1,20,1,131.56,133915
2007,7.3,45,6,28.48,133907
2014,6,47,1,72.69,133901
1998,6.1,41,5,161.49,133880
2015,7.2,82,4,17.77,133863
2016,6.7,57,2,87.24,133716
1985,6.4,47,1,150.42,133495
2001,7.6,28,7,40.31,133409
1991,7.2,58,1,43.22,132919
2006,6.4,45,5,2.34,132891
2011,7.2,72,7,79.88,132485
2001,7.1,63,1,0.03,132413
1998,7.3,54,6,22.91,132384
2008,7.1,53,5,143.15,132246
1988,7.6,76,5,78.04,132030
2013,6.3,28,1,38.36,131945
1961,7.2,NA,3,144.88,131935
1988,8.1,NA,3,0.55,131893
1992,7.8,76,1,75.51,131858
2015,7.2,51,7,42.48,131805
1987,7.4,56,6,43.85,131631
2009,5.8,54,5,60.05,131527
2009,6.5,56,3,198.35,131350
1987,7.8,69,5,5.92,131313
2007,8.4,NA,7,1.22,131233
2005,7.5,55,6,0.34,131154
2015,7,55,4,1.87,131134
1999,7.2,76,7,4.86,131130
2007,6,37,5,120.06,130866
2016,6.2,42,1,34.34,130489
1962,7.3,78,1,16.07,130430
2017,8,93,7,18.1,130033
2013,7.4,68,5,21.5,130001
1974,8,80,5,86.3,129935
2003,6.2,51,1,28.08,129675
2006,6.7,45,1,35.66,129660
2011,6.2,57,3,191.45,129566
2003,7.2,73,2,95.64,129418
1985,6.7,51,1,35.1,129327
2014,8.2,NA,5,10.62,129286
2004,6.1,55,5,88.24,129285
2011,6.6,65,3,149.26,129272
2005,7.4,54,7,57.49,129213
2003,6,45,1,116.93,129191
2013,7.1,82,5,6.85,129068
2009,7.1,47,7,63.41,129032
2017,6.5,51,1,41.19,128874
1994,7.5,45,7,66.64,128628
2004,5.9,49,11,110.36,128471
1971,7.8,90,1,NA,128454
1964,7.8,88,5,102.27,128355
1992,7,57,5,121.7,128348
2014,7.1,69,6,10.72,128303
2007,7.3,70,5,5.97,128251
1990,6.3,46,1,30.67,128015
1950,8.3,NA,6,0.1,127896
2009,6.2,41,1,13.63,127842
2008,7.2,58,1,28.64,127820
1991,8,72,7,70.41,127714
2016,6.3,52,1,127.44,127632
2002,7.3,78,5,17.84,127627
2007,5.9,36,11,63.3,127618
2007,5.4,37,5,100.46,127532
2006,6.6,66,2,0.44,127525
2007,7.2,74,2,82.27,127475
1995,8.1,NA,6,0.31,127471
2010,7.2,69,7,2.43,127032
1975,8.1,NA,2,NA,126735
1987,6.7,45,1,38.12,126644
2010,7.1,40,7,19.07,126605
2003,7.7,68,5,4.06,126602
2006,6.8,52,7,52.33,126486
2000,5.5,30,5,46.73,126454
1976,8.1,88,7,NA,126360
2014,7.2,59,4,115.64,126054
2012,7.1,86,7,16.38,125886
2016,7.1,68,1,61.28,125878
1950,7.3,NA,3,85,125743
2013,7.4,62,5,16.17,125580
1989,7.6,49,5,71.32,125182
1982,6.9,43,2,39.57,125151
2015,6.4,63,5,184.3,125036
2018,7,66,1,69,124964
2003,5.5,49,5,110,124750
1989,6.3,63,2,130.72,124711
1982,7.4,79,11,76.61,124494
2013,5.4,19,5,133.67,124472
2013,6.4,54,1,12.05,124443
2010,7.2,90,7,6.53,124309
2004,7.7,73,4,75.33,124088
1954,8.2,88,6,9.6,123978
2006,5.5,58,1,34.02,123939
2011,7.1,58,5,75.62,123934
2011,7,48,7,13.84,123929
2010,6.3,53,2,104.39,123842
2010,6.3,43,7,80.01,123809
2002,5.8,24,5,126.29,123626
2003,7.1,70,5,60.06,123605
2009,7.1,64,6,37.02,123438
1997,7.3,71,5,12.01,123170
2014,7,81,4,12.1,123073
2007,6.1,54,3,126.63,123007
2009,7.1,60,3,31.74,122986
2008,6.6,57,2,38.09,122850
2010,7.1,63,5,6.35,122764
1984,8.1,86,3,NA,122749
2012,5.3,63,6,14.12,122723
2009,5.8,27,1,20.49,122694
2005,7.4,82,7,33.58,122670
2006,7.4,65,5,24.14,122635
2005,6.1,47,5,110.33,122378
2003,6.6,56,1,52.8,122345
1999,7.1,46,1,81.53,122319
2011,6.2,59,1,78.05,122225
2005,6.9,49,1,74.49,122199
1994,7.1,81,5,52.7,122157
2013,5.9,53,7,35.27,122140
2012,5.4,39,1,42.35,122107
2012,6.2,64,6,15.03,122086
2003,8,60,6,1.53,122043
1931,8.4,NA,6,0.03,121903
1996,6.9,NA,3,100.14,121878
1998,6.8,59,5,80.25,121674
2014,6.5,50,1,71.96,121666
1986,8.1,78,3,NA,121617
1944,8.3,95,6,5.72,121557
1990,6.1,61,5,91.46,121451
2009,7.3,85,7,12.57,121246
2018,8,80,3,607.94,121223
2003,7.3,74,4,34.47,121005
2012,6.1,72,5,113.72,120930
1993,6.3,44,1,50.02,120867
2017,5.6,37,1,58.06,120600
2010,6.8,63,1,35.05,120242
1948,8.3,NA,7,0.33,120181
2003,6.2,38,11,80.57,120140
2006,6.6,63,1,36.88,119982
2014,6,69,2,128,119801
2013,6.3,51,2,65.19,119711
1997,5.7,52,11,72.59,119565
1988,7.6,80,5,63.49,119396
2011,7.6,70,7,3.19,119357
1998,7.3,62,1,44.48,119354
2014,6,39,5,83.91,119349
2009,6.2,54,5,32.42,119339
2014,6.5,30,5,82.39,119333
2013,5.9,33,1,31.17,119147
2010,6.2,44,11,33.58,119124
2010,7,86,5,20.81,118982
1983,7.5,69,5,90.4,118960
2013,6.6,48,5,63.91,118935
2016,5.9,28,1,62.68,118865
2001,5.9,48,5,70.84,118849
2013,7.8,88,7,2.2,118778
1979,8,83,5,45.7,118745
2002,5.5,45,1,91.05,118694
1975,7.4,58,5,139.88,118692
2013,7.5,93,7,13.24,118673
2003,5.5,43,1,65.66,118579
2005,6.9,76,7,50.82,118503
2011,7.5,68,7,1.74,118499
2005,6.3,64,3,128.2,118429
2008,6.8,71,3,154.53,118361
2015,6.2,75,5,110.21,118321
2013,7.9,94,7,8.11,118057
2017,7.2,65,1,51.34,118029
2008,5.1,34,1,94.78,118016
1995,6.4,16,5,25.59,117897
2005,5.5,36,1,25.86,117711
1991,7.4,88,2,45.36,117683
2015,7.1,77,7,43.77,117662
2002,7.2,65,1,78.12,117640
1959,7.3,85,3,51.6,117595
2009,7,79,5,9.19,117418
1984,8,91,5,0.19,117304
2002,6.2,39,1,43.06,117234
1983,8,77,5,19.29,117073
2002,7.8,61,1,54.23,116931
2017,7.4,75,4,56.44,116907
2016,7.1,60,1,40.07,116887
2006,5.8,41,11,54.1,116763
2012,6.1,50,5,86.91,116464
1974,7.5,75,11,30.86,116294
2017,7.5,77,4,30.01,116152
2004,5.9,44,5,88.1,116102
2010,8.2,80,7,6.86,115993
2003,7.3,61,5,36.91,115937
2011,6.2,52,11,38.18,115893
2012,6.2,59,5,67.54,115871
2008,5.4,31,1,40.69,115832
2013,7.6,53,7,21.49,115826
2006,5.1,38,1,75.03,115565
1996,7.4,54,6,108.77,115523
2002,7.2,85,5,65.02,115503
2013,7.1,81,7,1.36,115419
2015,5.6,27,1,78.75,115219
1990,7.8,66,6,5.08,115214
2011,6.5,44,1,25.12,115170
1984,7.4,46,2,20.16,115144
2015,6.5,66,7,31.06,115035
1985,6.3,71,1,36.2,114998
2014,6.1,52,7,78.03,114850
2006,6.5,47,5,36.32,114736
2009,6.5,57,1,30.1,114580
1953,8.1,76,5,NA,114567
1997,7.6,52,13,3.8,114531
2014,5.6,36,2,86.21,114353
2014,5.4,37,11,84.27,114337
2004,5.5,41,5,70.83,114196
1979,7.8,77,7,106.26,114096
2005,7.4,88,4,28.75,114093
2014,7.6,76,5,3.33,114091
1999,7.4,58,4,34.58,113915
2002,7.6,80,7,41.68,113885
2012,5.7,36,1,35.35,113735
2011,6.6,59,4,37.31,113670
2010,6.4,46,5,31.58,113637
2018,7,35,1,190.81,113584
1999,6.5,19,13,36.66,113562
2006,5.8,45,5,118.7,113363
2012,6.5,59,6,47.38,113175
2016,6.1,47,1,58.7,113159
1987,7.4,68,5,22.85,113094
1987,7.3,67,4,123.92,113086
2015,6.6,56,7,56.45,113079
1993,7.8,80,6,17.27,112757
2004,7.8,78,1,17.11,112636
1999,5.8,54,1,73.65,112600
1997,6.3,50,5,127.12,112464
2000,5.7,24,1,73.21,112433
2014,7.5,72,7,18.75,112419
1942,7.3,91,3,102.8,112324
1998,7.5,71,5,40.57,112315
2002,7.1,30,6,71.76,112044
1974,7.8,73,5,119.5,112018
2016,8.4,79,3,5.02,111881
2005,7.5,87,3,56.11,111819
2001,6.3,52,5,108.25,111793
2011,5.9,45,5,45.06,111785
1951,7.4,NA,3,NA,111751
2008,6.6,53,2,49.55,111692
2003,6.2,70,5,110.23,111626
1948,8,73,6,NA,111612
2015,7.5,87,7,38.32,111565
2002,6.6,62,5,241.44,111562
2014,6.2,57,1,50.58,111409
2002,5.9,42,1,56.68,111320
2000,5.5,56,11,89.14,111126
1989,7.9,NA,4,26.83,111097
2001,6.8,71,6,71.07,111028
2013,5.7,35,2,134.51,111022
1951,8,88,6,7.63,111010
2008,7.5,68,7,33.42,110969
2016,7.3,58,4,21.59,110943
1991,6.9,57,5,113.5,110934
2000,7.7,74,7,22,110828
2007,7,56,1,47.54,110741
1995,8,76,3,0.52,110729
2001,6.1,40,5,38.35,110639
1999,5.9,61,2,140.04,110555
1960,7.9,87,2,30,110311
2003,4.9,48,1,100.83,110309
2018,6.6,53,1,46.87,110302
1940,7.5,99,3,84.25,110272
1993,7.8,50,1,56.51,110144
2012,7,72,5,4.01,110072
1986,7.2,24,1,5.9,110069
2007,6.7,81,5,118.87,109847
1990,5.2,55,7,40.95,109734
2006,7.1,79,7,33.6,109731
2012,6.5,51,1,66.53,109623
2010,6.6,39,5,53.37,109506
1986,7.4,50,2,12.73,109444
2002,8.1,75,6,0.17,109277
1997,7,55,2,37.96,109258
2010,5.6,22,1,67.06,109223
1999,6.6,42,1,32.7,108901
1973,8,58,4,53.27,108758
1996,6.6,60,1,136.49,108745
1986,7.3,53,1,11.1,108730
2011,7.2,61,5,2.55,108721
2000,6.6,77,1,56.94,108681
2005,6.7,46,7,75.07,108481
2011,6.2,49,11,16.93,108473
2000,5.9,49,1,34.6,108419
1991,7.8,76,6,57.5,108307
2005,5.9,51,2,37.92,108249
2013,6.3,78,7,2.61,108217
1984,6.6,40,1,30.93,108212
2015,7.8,74,5,6.74,108202
2016,7.1,66,3,143.53,108086
1990,7.8,74,4,52.1,108051
2006,7.7,86,6,0.33,107934
2000,6.6,51,7,155.46,107917
1981,7.2,76,1,25.24,107851
1993,6.4,60,1,84.05,107787
2008,5.6,53,5,152.65,107786
1987,7.3,63,5,32.22,107758
1996,7.6,71,1,92,107749
2017,5.2,27,1,130.17,107738
2016,8.5,NA,1,12.39,107533
2007,5.9,27,2,168.27,107508
2009,6.3,60,5,51.86,107508
2008,6.2,47,11,52.6,107464
2004,7.3,40,7,51.27,107354
2005,7.3,57,4,67.26,107173
1940,8.1,NA,7,4.36,106947
1995,7.2,41,5,2.12,106934
1953,7.3,NA,3,87.4,106852
2014,7.1,76,2,37.88,106783
2015,6,34,5,90.41,106746
2016,6.3,72,5,30.08,106188
1996,6.9,72,5,33.08,106122
2002,6.8,64,7,31.6,106098
2008,7.1,71,1,0.1,105972
2011,5.7,41,1,29.14,105969
2007,4.7,29,1,41.8,105945
2013,5.6,25,1,33.62,105868
2015,7.3,70,2,10.14,105766
2017,7.3,75,3,175.75,105762
1987,7.6,72,5,49.53,105730
1995,6.8,83,5,66.6,105700
2010,6.5,42,1,23.98,105370
2000,7.2,40,7,33.52,105313
2005,5.3,41,11,32.06,105271
2016,7.1,59,3,270.4,105265
1988,5.8,36,1,53.72,105182
2001,7.4,88,5,6.22,105091
1990,7.2,65,5,16.67,105040
1999,6.9,52,7,75.53,104920
2009,7.1,73,3,104.4,104827
1998,7.1,64,3,101.22,104801
1998,6.7,54,7,78.69,104617
1992,6.2,39,7,121.95,104534
2010,7.1,79,7,12.13,104491
2010,5.7,34,5,110.49,104372
2015,6.9,47,1,25.02,104364
1998,6.5,64,2,66.31,104250
2009,6.4,58,5,18.44,104188
2011,7.1,76,7,5.35,104176
2006,5.1,40,5,90.71,104137
1995,7.5,82,7,31.97,104046
2011,6.9,52,7,58.71,103907
2003,6.6,48,1,43.73,103887
2012,6.5,66,1,20.28,103786
