Annee,Score,Metascore,Genre,Revenu,Votes
2017,6,44,1,85.07,86611
2012,6.6,51,1,85.02,271622
2010,5.7,53,11,84.75,91128
2011,7.4,68,5,84.35,425849
2014,5.4,37,11,84.27,114337
1940,7.5,99,3,84.25,110272
1993,6.4,60,1,84.05,107787
2001,6.9,52,3,84.05,88492
2014,6,39,5,83.91,119349
1998,7,60,7,83.9,93880
2009,7.4,83,7,83.82,295116
2012,5.7,37,1,83.67,168395
2013,6.6,40,11,83.59,135228
2011,5.8,37,1,83.55,164815
2011,6,46,1,83.5,150187
1979,8.5,94,7,83.47,527542
1980,7.8,78,5,83.4,184355
1992,6.5,58,1,83.36,68859
2014,6.7,53,3,83.35,70220
2013,7.5,65,4,83.3,134520
1992,6.9,64,1,83.29,91355
2008,7.1,56,7,83.08,208178
2005,7.7,87,7,83.04,291338
2013,6.4,58,3,83.03,71773
1988,8.2,70,1,83.01,693516
2005,5.5,31,5,82.93,50221
1990,5.9,60,1,82.67,69825
2003,5.8,37,1,82.62,100449
2011,7.3,84,5,82.58,220224
2005,5.5,34,2,82.57,48842
1992,7.5,57,11,82.52,167189
1991,7.7,64,7,82.42,59488
2014,6.5,30,5,82.39,119333
2002,6.7,52,1,82.35,180999
2007,7.2,74,2,82.27,127475
1979,6.4,48,2,82.26,72511
2006,5.6,38,2,82.23,73635
2007,6.2,59,3,82.16,152606
2016,6,40,1,82.05,73966
2017,7.2,83,4,81.9,92052
2015,6.3,43,1,81.7,191569
2006,7.3,64,2,81.61,54952
1970,7.6,80,5,81.6,61810
2010,6.8,69,1,81.56,168265
1999,7.1,46,1,81.53,122319
2015,6.3,48,5,81.48,157673
1999,7.4,76,6,81.3,157017
2003,7.1,82,5,81.26,236549
1984,6.7,41,5,81.2,100310
2008,6.8,48,6,81.16,209187
1995,6.7,67,5,81.06,81448
2004,7.9,53,7,81,456973
2010,5.7,50,7,80.57,74519
2003,6.2,38,11,80.57,120140
2011,5.2,30,5,80.36,50822
2008,6.1,36,5,80.28,154401
2004,5.6,29,1,80.28,167822
2005,5.1,33,2,80.27,71272
1998,6.8,59,5,80.25,121674
2006,6.2,48,11,80.24,162218
2007,6.9,62,6,80.21,203379
2006,5.7,52,5,80.2,73868
2008,6.1,35,1,80.17,266362
2017,5.5,34,1,80.1,143098
2015,6.3,60,2,80.08,68156
2012,7,50,1,80.07,275153
2008,7,64,1,80.05,342450
1984,6.5,42,7,80.04,61389
2010,6.3,43,7,80.01,123809
2009,6.2,41,7,79.96,204746
2011,7.2,72,7,79.88,132485
2012,6.2,55,5,79.73,223316
1983,7.1,77,15,79.57,81062
2008,5.5,40,7,79.37,152502
2011,7.4,59,13,79.25,477138
1991,7.3,73,6,79.1,147666
2016,6,55,1,79,75404
1982,7.7,67,1,78.91,102464
1979,8.5,83,11,78.9,686308
1982,6.9,71,1,78.87,60858
2015,5.6,27,1,78.75,115219
1998,6.7,54,7,78.69,104617
1996,7.4,87,7,78.65,161376
2001,7.1,65,2,78.62,268324
1988,5.9,12,5,78.22,71100
2002,7.2,65,1,78.12,117640
2011,6.2,59,1,78.05,122225
1988,7.6,76,5,78.04,132030
2014,6.1,52,7,78.03,114850
2004,7.7,47,1,77.91,298997
2004,7.3,55,5,77.87,352958
1991,6.7,38,1,77.87,64478
2002,7.5,72,6,77.81,360648
1993,5.9,79,2,77.7,60058
2011,7.3,68,3,77.59,197484
1993,7.7,66,7,77.32,200935
2009,6.8,71,2,77.23,94956
2010,6.8,47,1,77.22,230868
2000,6.6,62,1,77.09,71045
2016,6.2,34,2,77.04,74204
2008,6.1,47,5,76.81,140470
2001,7.7,69,6,76.63,346230
1982,7.4,79,11,76.61,124494
1984,6.9,63,1,76.57,73295
1984,6.7,56,1,76.47,66760
2010,6.3,46,1,76.42,165897
1987,7.9,79,6,76.27,247430
2014,7.2,77,2,76.27,77231
1992,6.7,65,5,76.25,67041
2005,5.4,44,11,76.23,83145
1985,6.7,65,5,76.11,50838
2005,7,50,1,75.98,268867
1997,6.7,49,1,75.98,85178
2000,6.7,42,5,75.79,94619
2015,7.1,51,5,75.76,183389
2008,7,78,1,75.75,232825
1994,6.6,55,1,75.67,68270
2011,6.6,70,7,75.66,197312
2006,5.6,46,5,75.63,73746
2011,7.1,58,5,75.62,123934
2011,7.6,87,4,75.61,317419
2013,6.7,55,1,75.61,177097
1995,8.4,68,4,75.6,864362
2009,7.7,73,2,75.59,442996
2003,7.1,54,5,75.59,200072
1999,6.9,52,7,75.53,104920
1992,7.8,76,1,75.51,131858
2017,6.9,47,1,75.47,147658
2016,6.5,48,6,75.4,141331
2004,5,27,3,75.37,69504
2004,7.7,73,4,75.33,124088
2009,7.7,80,3,75.29,173385
1993,8,82,3,75.08,259281
2005,6.7,46,7,75.07,108481
2006,5.1,38,1,75.03,115565
1991,7.2,65,1,74.89,62898
1959,8.1,90,2,74.7,194976
2004,6.5,47,1,74.54,51766
2005,6.9,49,1,74.49,122199
1998,5.8,51,1,74.33,66903
2007,8.1,91,6,74.28,736399
2017,6.4,65,11,74.26,211894
2011,3.3,23,5,74.16,68980
2005,8,74,6,74.1,705925
2001,6.3,42,7,74.08,66550
2011,7.5,83,2,73.86,277471
1988,7.5,69,5,73.71,222706
2006,6.6,68,3,73.66,86009
1999,5.8,54,1,73.65,112600
2009,7.4,34,6,73.34,244472
2002,7.1,52,3,73.28,54865
2000,5.7,24,1,73.21,112433
2013,6.4,52,1,73.1,186461
2012,6.6,51,1,73.08,233583
2010,5.9,56,5,73.03,89055
2005,6.4,62,6,72.71,91908
2014,6,47,1,72.69,133901
1997,5.7,52,11,72.59,119565
2015,7.6,81,7,72.31,251694
2008,6.6,40,1,72.27,136725
1994,6.9,37,5,72.22,246934
1995,6.9,82,5,72.08,69304
2007,6.8,64,7,71.99,236461
2014,6.5,50,1,71.96,121666
2016,7.2,76,7,71.9,247999
2002,7.1,30,6,71.76,112044
2006,5.5,33,2,71.73,51457
2013,6.2,57,11,71.63,155018
1999,7.3,70,2,71.58,135160
1994,7.1,42,1,71.57,162210
2001,6.7,66,5,71.54,199237
1995,7.6,66,7,71.52,63160
2000,7.3,64,7,71.51,164928
2004,7.5,94,5,71.5,166159
2009,7,70,5,71.44,182040
2013,6.7,34,7,71.35,93395
1989,7.6,49,5,71.32,125182
2001,5.3,29,5,71.31,134610
1977,6.9,74,3,71.22,50368
2008,6.6,62,2,71.2,78756
1989,6.1,36,5,71.08,55880
2001,6.8,71,6,71.07,111028
1993,8,72,5,70.91,523083
2001,5.9,48,5,70.84,118849
2004,5.5,41,5,70.83,114196
1996,6,61,1,70.77,84118
2011,6.2,50,5,70.66,191925
1976,8,80,4,70.6,88113
2005,8.2,62,1,70.51,924075
1995,5.8,58,1,70.45,91192
1991,8,72,7,70.41,127714
2000,5.9,50,1,70.33,63846
1979,6.3,66,1,70.31,79371
2006,6,66,7,70.28,72967
2006,7.2,63,7,70.27,183078
2015,7.8,81,4,70.26,290328
2008,5.7,29,1,70.23,66845
1986,7.8,61,5,70.14,280251
1998,6.4,64,1,70.12,63283
2007,6.1,51,2,70.11,163921
2003,8.1,69,1,70.1,870077
1998,7.1,45,1,70.09,219094
2012,6.5,40,1,70.01,62850
1989,7.2,75,4,70,87568
2008,7.6,36,7,69.95,261431
2001,6.5,32,1,69.77,166519
1991,6.7,61,1,69.47,89384
1999,6.8,72,6,69.3,79878
2000,5.9,48,1,69.24,54106
1998,5.1,42,1,69.12,65167
2018,7,66,1,69,124964
1993,6.9,60,2,68.86,81636
1985,7.4,76,6,68.71,75897
2005,6,41,1,68.67,84792
2013,5.8,39,2,68.56,99453
2000,6.5,55,2,68.54,145575
1999,6.3,46,1,68.52,67498
2000,6,52,5,68.38,78779
2011,6,53,5,68.22,77699
1983,6.6,63,1,67.9,84078
1995,6.6,65,1,67.82,98742
2018,5.9,51,1,67.8,53287
1998,6.5,50,6,67.64,71435
2010,6,37,1,67.63,200819
2012,6.2,59,5,67.54,115871
1995,8.2,76,6,67.44,506545
2003,7,71,2,67.41,67893
2002,7.2,78,7,67.36,247555
2013,5.3,28,1,67.35,183683
2008,6.9,61,5,67.29,208225
2004,6.7,54,1,67.29,72579
2016,6.3,58,11,67.27,94571
2005,7.3,57,4,67.26,107173
2016,8.1,71,4,67.21,339420
2009,5.7,52,1,67.17,49565
1997,5.9,43,1,67.13,71300
2010,5.6,22,1,67.06,109223
1999,5.7,33,1,66.89,97907
2002,6.5,69,7,66.82,62378
2001,6.1,43,2,66.81,95220
1989,7,51,5,66.76,73066
1990,7.6,60,6,66.67,317490
2007,7.1,69,4,66.66,98316
1994,7.5,45,7,66.64,128628
2004,5.8,43,7,66.64,61007
1995,6.8,83,5,66.6,105700
2012,6.5,51,1,66.53,109623
1999,6.7,45,6,66.52,136995
2012,7.4,84,1,66.49,486278
2009,5.2,30,11,66.48,86226
2003,5.8,30,1,66.47,154248
1999,6.4,71,5,66.38,61508
2013,6.9,60,5,66.38,204772
1998,6.5,64,2,66.31,104250
2003,8,58,2,66.26,382426
2004,8,83,1,66.21,590542
2016,5.7,33,1,66.18,88999
2004,6.6,76,7,65.96,95368
1997,4.7,37,1,65.89,84630
1995,6.8,41,1,65.81,199495
1998,7,66,5,65.71,63373
2003,5.5,43,1,65.66,118579
1999,5.7,30,5,65.54,65130
2009,6.4,55,1,65.45,168212
2012,5.8,41,1,65.42,221707
2006,6.5,48,6,65.33,101941
2005,6,33,7,65.23,96610
1987,7.6,68,1,65.21,214271
2015,6.2,55,5,65.21,97124
2013,6.3,51,2,65.19,119711
2016,6.5,46,1,65.08,200712
2002,7.2,85,5,65.02,115503
2014,6,52,1,65.01,147339
2012,7.2,66,5,65,247277
2009,5.6,34,11,65,86490
2012,5.6,46,2,64.94,77667
2006,6.6,74,3,64.67,98742
1997,8.3,90,6,64.62,478688
2012,7.1,69,7,64.58,225055
2017,7,43,2,64.51,48007
2008,5,34,13,64.51,181006
2013,5.7,41,11,64.47,175792
2015,6.7,35,5,64.46,65156
1989,7.5,57,7,64.43,97013
2009,6.4,48,5,64.17,162592
2006,7.1,59,1,64.04,269171
1987,6.9,65,7,63.95,167356
2005,6.2,62,2,63.95,70143
2013,6.6,48,5,63.91,118935
1992,8,59,7,63.9,224095
2017,7.4,87,2,63.86,260892
2003,6.5,45,7,63.86,69297
1987,6.5,67,5,63.77,54808
1991,7,60,5,63.71,56539
2011,6.9,56,1,63.69,230248
1965,7,64,1,63.6,92485
1997,7.7,52,1,63.54,390221
1983,6.8,75,5,63.5,71352
1988,7.6,80,5,63.49,119396
1981,7.3,65,3,63.46,73793
2006,6,65,1,63.45,101079
2009,7.1,47,7,63.41,129032
1989,6.4,41,1,63.41,85897
1999,5.9,51,5,63.37,76022
2007,5.9,36,11,63.3,127618
2006,6.9,52,5,63.22,209934
2008,7.2,67,5,63.17,242016
2010,6.1,46,1,63.15,140197
2010,5.2,35,6,63.08,83637
2010,5.9,33,7,62.95,71377
2016,5.9,28,1,62.68,118865
2005,7,58,4,62.66,158760
2015,6.9,68,4,62.58,151162
2006,6,45,1,62.51,211279
2011,7.1,60,14,62.5,222207
2012,6.4,39,1,62.32,135231
2006,6.7,36,1,62.32,176276
1981,6.8,54,1,62.3,81338
2005,4.8,34,5,62.25,63875
1984,6.2,71,5,62.1,61544
2010,5.8,43,7,61.98,96095
2013,6.6,51,1,61.74,206359
1970,8,91,4,61.7,85958
2005,8,69,4,61.65,163202
1985,7.8,60,2,61.5,209015
1990,6.6,55,7,61.49,73000
1983,7.4,55,2,61.4,83267
1997,6.2,50,1,61.36,56715
2000,6.3,40,11,61.33,87745
1990,7.8,75,6,61.28,158405
2016,7.1,68,1,61.28,125878
2004,7.3,70,1,61.19,52903
2013,8.1,74,6,61,502051
1997,7.5,60,7,60.98,293573
2010,6.4,65,2,60.97,158837
2000,5.6,34,2,60.88,65898
2000,5.6,27,5,60.79,98925
2006,5.6,50,1,60.67,90081
1999,7.1,82,1,60.65,150030
1997,6.6,46,6,60.53,57489
2013,4.8,33,1,60.52,177345
2003,6.2,58,1,60.48,91477
2012,6.5,39,7,60.46,91075
2001,5.3,33,5,60.4,68943
2008,7,63,5,60.36,278689
1988,7,38,5,60.33,73311
2016,6.2,39,5,60.27,84367
1996,6.1,56,5,60.24,137402
2010,5.9,37,1,60.13,149629
1995,5.8,49,1,60.07,67570
2003,7.1,70,5,60.06,123605
2005,6.3,56,5,60.06,54555
2009,5.8,54,5,60.05,131527
2006,6.7,61,7,59.95,92886
1983,4.9,44,1,59.95,57598
2006,7.8,80,5,59.89,399023
1991,6.9,56,5,59.85,63841
1987,7.8,45,1,59.74,335110
2003,7.6,55,5,59.7,366783
2003,5.8,38,11,59.69,98302
2012,6.4,58,5,59.65,243244
2004,6.9,72,1,59.62,276479
1991,7,52,1,59.51,84200
2004,5.3,42,5,59.48,54609
2018,5.7,44,1,59.19,74278
2014,8.1,88,2,59.1,606255
2001,6.4,49,1,59.07,93267
2004,7.3,59,1,59.02,215702
1992,6.6,49,2,58.88,53613
2012,6.3,43,1,58.88,223602
2015,6.1,34,2,58.88,84208
2007,6.7,64,3,58.87,60635
1980,5.7,31,2,58.85,56842
2009,5.5,24,5,58.72,91442
2011,6.9,52,7,58.71,103907
2016,6.1,47,1,58.7,113159
1996,5.8,31,5,58.62,51419
2014,6.2,52,1,58.61,201457
1992,6.5,56,5,58.42,91389
1997,7.1,59,3,58.41,99960
2010,7.1,72,5,58.4,319622
2003,7.5,67,1,58.33,60332
2007,6.1,47,9,58.27,99692
2013,7.3,54,2,58.24,268722
1999,6.9,42,5,58.22,99598
2001,6.8,65,4,58.2,86208
2017,5.6,37,1,58.06,120600
1993,6.6,34,1,58.06,140756
2018,6.3,51,1,58.03,76180
2008,6.3,50,7,58.02,74628
2011,7.3,63,6,58.01,191992
2004,7.7,30,15,57.94,408368
2005,6.5,71,13,57.89,103158
2006,7.1,63,4,57.79,58909
2004,6.7,38,1,57.76,200584
2010,6.2,45,1,57.74,51973
2001,4.8,43,5,57.74,52332
2016,7.2,79,7,57.64,79950
1997,8.6,59,5,57.6,525528
1999,7.4,75,7,57.55,86411
1991,7.8,76,6,57.5,108307
2005,7.4,54,7,57.49,129213
1989,6.6,38,11,57.47,76374
2018,6.4,48,1,57.42,135480
2001,7.6,66,7,57.39,246739
2006,8,64,2,57.37,451057
1974,9,90,6,57.3,954273
1988,7.3,47,1,57.27,90395
2000,6.7,47,5,57.26,100130
1980,7.9,60,2,57.23,162642
2004,6.1,57,5,57.23,142485
1998,6.5,47,1,57.17,86564
1995,8,74,13,57.14,529038
2012,6.7,49,5,57.01,188120
1998,6.5,48,1,56.97,141915
1968,8.3,82,2,56.95,519401
2000,6.6,77,1,56.94,108681
2011,7.7,81,5,56.82,346366
2008,5.8,20,11,56.75,103538
2002,5.9,42,1,56.68,111320
2013,8.1,96,4,56.67,553594
1995,6.8,68,5,56.63,149093
2001,6.4,52,2,56.62,100690
2001,6.9,56,1,56.57,153415
1993,7.8,50,1,56.51,110144
2015,6.6,56,7,56.45,113079
2006,7.3,91,4,56.44,95718
2017,7.4,75,4,56.44,116907
1990,7.9,74,7,56.36,403576
2003,6.4,56,1,56.36,142174
2014,6.3,40,1,56.28,160360
2016,7.4,51,7,56.25,156533
2003,5.5,28,5,56.13,62902
1996,7.7,47,6,56.12,156470
2015,4.3,27,1,56.12,135714
2005,7.5,87,3,56.11,111819
2005,5.7,37,5,56.05,63718
2012,7,72,3,56,84328
2004,7.6,46,11,56,343009
2000,6.1,52,1,55.97,62035
2011,6.6,63,5,55.8,308230
2013,6.1,23,1,55.7,178531
1999,7.4,68,7,55.69,263637
1970,7.1,66,3,55.68,78653
2017,6.5,57,11,55.68,67571
2010,7,53,3,55.68,72271
1998,6,52,6,55.59,70018
1983,6.2,68,1,55.5,54508
1998,7,44,7,55.49,93228
2016,6.4,66,2,55.48,65709
1999,6,60,5,55.47,75443
1992,6.4,59,1,55.47,246827
2009,5.9,33,7,55.39,55377
2016,5.7,58,5,55.29,96707
2009,5.8,34,5,55.25,75536
2016,6.3,59,7,55.12,101510
2011,6.1,36,1,55.1,213455
1998,5.7,52,11,55.04,58154
2006,6.9,53,1,55.01,81703
1997,5.2,34,1,54.97,58692
1997,6.4,36,1,54.93,97229
1997,7.2,51,1,54.81,245716
2012,6.3,31,1,54.76,164059
2012,6.7,48,5,54.73,173791
2016,5.8,42,5,54.73,51986
2011,7.5,74,13,54.71,438969
2016,5.8,36,1,54.65,158138
2006,5.5,43,11,54.61,52759
2004,7.8,69,6,54.58,393642
2018,6.6,56,5,54.55,54802
2011,5.7,22,5,54.54,74342
2017,8.2,88,5,54.51,289654
1989,7.6,62,2,54.46,147625
2014,6.3,40,5,54.45,138949
2012,6.4,62,7,54.33,161549
2013,6.5,57,9,54.24,142983
2014,7.3,55,5,54.24,66341
2002,7.8,61,1,54.23,116931
2007,6.3,41,3,54.15,57380
2015,7.8,68,6,54.12,407794
2006,5.8,41,11,54.1,116763
2010,6.8,52,11,54.01,244092
2012,4.6,40,11,53.92,57041
1997,7,51,2,53.88,201408
2015,6.6,56,5,53.86,185176
2003,6.3,43,1,53.79,96527
1988,5.8,36,1,53.72,105182
2002,7.9,85,1,53.71,162805
2007,7.1,39,7,53.7,188083
2007,7.7,76,1,53.61,263354
1987,7.6,67,1,53.42,208369
2010,6.6,39,5,53.37,109506
2005,7.4,83,3,53.36,217218
2000,6.7,36,11,53.33,204828
1973,8,58,4,53.27,108758
2013,6.6,47,1,53.26,144363
1990,6.4,67,5,53.21,56669
2006,8.5,66,7,53.09,1022475
2010,6.6,50,2,53.03,84115
2001,7.6,52,4,52.99,219077
1992,7.5,68,5,52.93,93529
2007,7.4,83,7,52.9,314774
2016,7.3,48,1,52.85,97812
2002,6.7,63,7,52.8,71606
2003,6.6,56,1,52.8,122345
1982,8.1,79,4,52.77,201845
1994,7.1,81,5,52.7,122157
2008,6.2,47,11,52.6,107464
2010,6.2,59,7,52.47,91745
2015,7.4,57,7,52.42,192133
2004,5.9,38,1,52.41,151239
2001,7.6,76,5,52.36,239003
2006,6.8,52,7,52.33,126486
1986,7,77,7,52.29,66063
1986,8.1,75,2,52.29,323379
2015,6.1,52,11,52.22,78155
1989,5.4,43,1,52.21,50082
2003,7.3,64,13,52.16,203596
1990,7.8,74,4,52.1,108051
2014,7.5,89,4,52.08,75086
2008,6.6,57,1,52.08,95258
1999,7.8,73,3,52.01,178152
2010,6.4,51,1,52,193722
1984,8.3,93,4,51.97,324211
2003,7,42,1,51.97,234231
2004,6.3,46,1,51.88,149248
2013,6.7,51,6,51.87,101145
2009,6.3,60,5,51.86,107508
2000,7.3,62,7,51.8,77891
2011,4.3,34,1,51.77,100418
2016,8.1,69,4,51.69,167997
2004,7.7,67,4,51.68,187998
1959,7.3,85,3,51.6,117595
2011,6.8,64,1,51.58,224053
2017,6.7,63,1,51.57,137460
2009,5.5,51,11,51.55,49659
2004,5.9,25,5,51.44,72508
2001,7.6,53,7,51.4,217519
2005,6.5,45,3,51.39,51244
2017,7.2,65,1,51.34,118029
2004,7.3,40,7,51.27,107354
2004,6.2,35,1,51.2,171315
1987,6.7,60,1,51.19,78270
1994,6.5,63,5,51.13,86567
2005,5.9,35,7,51.1,76675
2005,6.8,63,2,51.09,173621
1964,7.7,87,1,51.08,154478
2007,7.8,85,7,50.93,221287
2006,7.8,68,1,50.87,264486
2000,6.9,51,3,50.86,71977
2014,6.8,61,3,50.84,49298
2005,6.9,76,7,50.82,118503
1992,6.5,46,5,50.75,51182
1995,5.9,51,1,50.73,54474
2017,5.7,34,1,50.7,98932
1994,7.6,71,1,50.69,151605
1999,7.6,74,4,50.67,84412
2007,6.3,41,1,50.65,169242
2014,6.2,57,1,50.58,111409
2007,6.5,59,5,50.57,89413
2002,5.4,30,1,50.55,70995
2014,6.8,46,7,50.47,103361
2001,7.4,49,7,50.34,164417
1985,6.3,40,1,50.33,77767
2010,6.4,63,5,50.29,150924
2001,6.9,52,5,50.29,95806
1994,7.3,74,6,50.28,194905
2014,7.3,67,3,50.15,57569
2018,7.2,61,1,50.07,61962
1999,6.2,28,11,50.05,59394
1993,6.3,44,1,50.02,120867
1975,8,86,4,50,212985
2013,6.4,45,1,49.88,181988
1989,7.2,62,5,49.8,54780
2008,6.6,53,2,49.55,111692
1987,7.6,72,5,49.53,105730
2003,7.1,61,6,49.44,83989
2009,5.4,32,2,49.44,59036
1985,6.2,47,2,49.4,49941
1997,5.5,55,1,49.32,65498
2009,7.4,51,7,49.2,83184
2012,5.9,45,11,49.13,52604
1996,7.6,49,6,49.1,171241
1986,5.7,25,1,49.04,58455
2007,7.3,82,6,49.03,146325
1978,8.1,81,7,48.98,275432
2017,7.5,94,5,48.96,151970
1993,6.7,62,5,48.92,66755
2000,7.2,56,4,48.82,98766
2006,5.8,45,6,48.75,53106
1997,3.8,23,1,48.61,67353
2006,2.8,11,5,48.55,53799
2005,5.1,34,1,48.48,60701
2003,6.9,64,2,48.46,60019
2016,6.1,35,1,48.39,82651
1997,7.8,61,7,48.32,304379
2005,6.7,47,5,48.32,91057
2008,5.5,55,5,48.24,71826
1993,6.2,60,5,48.2,69487
1992,7.7,72,4,48.17,73313
1997,5.9,62,1,48.17,67404
1988,7.4,66,3,48.09,70897
2012,6.8,53,11,48.09,191267
2010,7.6,66,1,48.07,485411
2016,7.8,84,3,48.02,98723
2004,6.6,46,7,48.02,165410
2007,5.9,29,7,47.85,67827
2005,6.5,47,7,47.81,97782
1997,6.2,63,1,47.75,203879
2003,6.7,59,1,47.73,92535
2016,7.8,96,7,47.7,198919
2007,6.8,65,5,47.64,92438
2014,5.8,44,1,47.6,59669
2007,7,56,1,47.54,110741
2015,4.9,47,11,47.43,50302
2009,7.3,79,7,47.4,98017
2005,7.6,74,7,47.4,194537
2005,7.2,63,1,47.4,244321
2015,5.3,40,1,47.39,161986
2012,6.5,59,6,47.38,113175
2016,6.9,32,1,47.37,217662
2005,5.9,55,11,47.33,155047
1982,7.7,61,1,47.21,195553
2005,6.6,59,5,47.14,59137
2014,7.4,48,6,47.12,158372
2001,6.4,44,5,47.12,72328
2010,5.4,21,1,47.06,80204
1978,7.8,81,11,47,195447
2007,7.2,53,1,47,284878
2006,6.6,31,11,46.98,198238
2003,6.2,38,11,46.96,136150
2015,7.6,82,1,46.89,309927
2018,6.6,53,1,46.87,110302
1990,8.7,89,6,46.84,866809
2016,6.1,51,5,46.81,70860
1977,7.1,55,1,46.8,86654
2000,5.5,30,5,46.73,126454
1998,6.2,46,5,46.68,64213
2002,7.1,56,6,46.57,231203
2005,5.9,47,1,46.46,83055
2011,7.3,62,5,46.41,83705
1987,8.3,76,7,46.36,584943
1996,6.8,60,7,46.35,189664
2014,6.5,31,5,46.29,102776
2016,6,51,2,46.01,70977
2008,5.9,37,5,46.01,61385
2013,6.7,40,1,46,191634
1997,7.2,75,5,45.95,90597
1985,7.9,62,5,45.88,306619
1997,7.1,72,6,45.86,53469
2004,6.3,44,1,45.86,62172
2009,6.6,44,1,45.8,138609
2010,5.6,24,11,45.71,81006
1979,8,83,5,45.7,118745
1990,5.8,42,1,45.68,73192
1988,6.9,50,1,45.66,48594
1983,8.3,65,6,45.6,638566
2016,6,42,1,45.54,103698
2012,7.8,84,2,45.51,281976
2000,7.8,69,2,45.51,255436
2004,6.5,66,5,45.49,51227
2015,7.3,56,1,45.45,231584
1991,7.4,88,2,45.36,117683
1997,6.4,52,2,45.32,86585
1967,7.8,73,1,45.3,59623
2012,6.4,40,1,45.29,80484
2001,6.6,61,5,45.17,225501
2014,6.5,47,7,45.09,102263
2015,8.1,93,6,45.06,341183
2002,7.6,73,7,45.06,337118
2011,5.9,45,5,45.06,111785
2000,7.4,67,6,45.01,92303
2017,6.6,50,5,45,60642
2018,7,49,1,44.95,55271
1957,8.2,87,2,44.91,179900
2017,5.2,42,1,44.9,73717
1997,6.9,64,6,44.89,77389
2010,5.6,31,1,44.88,80302
1994,5.8,48,1,44.85,50322
2012,5.4,31,1,44.81,68274
1969,7.9,79,7,44.79,87529
1987,6.6,49,1,44.79,60388
2000,6.5,30,5,44.74,53128
2011,7.9,89,5,44.67,212659
2013,6.3,42,5,44.67,176002
1998,7.2,43,7,44.62,189370
2003,7.8,89,7,44.59,364097
2004,6.9,64,5,44.54,179612
1998,7.3,62,1,44.48,119354
2009,5.9,38,5,44.28,69415
1997,7.3,63,7,44.18,64282
2014,7.3,64,5,44.13,87448
2018,7.3,87,7,44.07,99788
1980,8.4,63,7,44.02,745066
1987,7.8,76,4,43.98,81956
2008,6,37,1,43.95,63854
2001,5.9,25,1,43.91,84027
1987,7.4,56,6,43.85,131631
1971,6.7,59,1,43.82,83871
2009,6.7,42,7,43.82,141198
2015,7.1,77,7,43.77,117662
2003,6.6,48,1,43.73,103887
1961,7.6,86,6,43.66,84440
2014,6.5,39,1,43.58,151751
2006,7.1,53,7,43.55,52331
2015,7.1,64,1,43.48,174913
2009,4.9,34,2,43.34,83777
2010,6.6,55,6,43.31,83023
2002,6.4,51,1,43.25,65978
1991,7.2,58,1,43.22,132919
1995,7.7,84,7,43.18,89044
2014,6.1,44,1,43.14,156069
2007,6.3,50,5,43.11,65209
2005,6.3,56,1,43.1,175171
1967,6.9,61,1,43.08,85369
2002,6.2,39,1,43.06,117234
2014,7.3,68,1,43.04,403369
2015,6.4,58,2,43.04,54679
1997,7.1,73,5,43.02,73207
2016,7.1,57,5,43.02,144447
1979,7.6,76,4,43,100868
2013,6.5,51,1,42.93,74875
2017,7.6,86,5,42.87,95679
1997,6.1,53,1,42.87,52080
2010,4.9,33,2,42.78,59312
2008,7,46,1,42.75,197027
1994,5.5,16,1,42.61,68450
2011,5.9,50,11,42.59,95124
2015,6.2,49,1,42.59,51203
2015,7.2,51,7,42.48,131805
1995,8.2,73,6,42.44,398976
2010,6.2,45,7,42.4,52165
1981,7,79,2,42.37,51859
2012,5.4,39,1,42.35,122107
2014,7.7,88,5,42.34,495330
1968,7.5,83,1,42.3,53403
2006,5.6,36,7,42.29,87600
2009,6.6,83,11,42.1,173656
2012,7,72,5,42.07,326341
1988,7.3,68,5,42.04,57156
2004,6.4,48,5,42.04,72361
2013,6.4,49,1,42.03,141219
1997,7.8,76,4,41.91,249864
1991,7.6,61,5,41.9,71475
2001,5.6,30,11,41.87,72406
2007,4.7,29,1,41.8,105945
2006,6.4,52,11,41.78,145653
1969,7.4,86,2,41.73,85657
2002,7.6,80,7,41.68,113885
1998,7.3,67,1,41.62,158544
2009,7,42,11,41.6,170119
2001,6.5,60,5,41.58,61373
2002,7.1,75,5,41.39,156609
2001,7.3,90,5,41.31,71624
1997,5.9,43,1,41.26,50094
2002,7.4,35,7,41.23,183527
2017,6.5,51,1,41.19,128874
2012,5.7,41,5,41.15,64267
2016,6.5,55,6,41.01,82984
2006,5.8,41,5,41.01,74046
2012,7.6,68,1,41,206365
1998,6.3,53,1,40.98,63442
2011,7.1,67,7,40.96,204492
1990,5.2,55,7,40.95,109734
2003,6.5,63,6,40.91,51526
2002,6,51,1,40.91,61109
1993,7.6,56,6,40.9,151714
1999,5.6,28,11,40.85,49512
2018,7.7,72,5,40.83,64337
1986,6.6,50,5,40.7,50039
2008,5.4,31,1,40.69,115832
1982,7.2,66,2,40.58,48267
1998,7.5,71,5,40.57,112315
2017,6.4,52,1,40.53,162922
1989,6.9,44,2,40.49,96476
1986,6.8,57,5,40.47,64889
1986,7.5,79,7,40.46,139858
2001,6.2,47,5,40.34,47840
2001,7.6,28,7,40.31,133409
2011,6.8,65,1,40.26,173751
2004,6,44,5,40.23,91852
2007,8.1,93,7,40.22,447035
2004,3.3,27,1,40.2,98607
2010,5.2,32,1,40.17,89853
1993,7.6,89,7,40.16,71442
2006,7.6,67,5,40.14,203569
