Annee,Score,Metascore,Genre,Revenu,Votes
2002,6.7,33,1,40.12,225961
1986,7.9,90,5,40.08,60115
2008,6,36,6,40.08,79357
2002,5.5,33,1,40.08,67158
2016,7.1,60,1,40.07,116887
1998,6.5,61,11,40.06,101081
1998,4.6,21,11,40,62038
2006,7.6,68,7,39.87,330928
1980,7.3,48,5,39.85,93452
2004,6.2,56,5,39.8,91755
2000,6.6,43,2,39.79,202111
1980,6.5,22,11,39.75,101120
2007,2.3,17,2,39.74,96310
2007,6.3,35,1,39.69,151535
1997,7.5,64,6,39.67,272436
2007,6.6,53,11,39.57,152864
1982,6.9,43,2,39.57,125151
2006,5.9,30,11,39.52,62779
2009,7.3,83,7,39.46,77393
2000,5.3,38,5,39.46,89196
2010,6.4,47,7,39.44,68802
1995,7.5,80,6,39.39,80913
2008,7.1,57,1,39.39,194645
2014,6.1,35,1,39.32,150951
1986,6.5,52,5,39.25,60776
2000,7.1,49,11,39.24,210512
1977,8,92,5,39.2,231295
2017,6.8,41,1,39.18,157691
2010,6.5,55,11,39.12,102447
2011,5.9,36,5,39.05,53130
2007,7.2,68,6,39.02,163699
2005,6.5,66,5,39.01,49533
1986,7,81,5,38.75,56775
2007,7.7,66,2,38.63,234103
1996,7,31,5,38.62,175671
2009,6.3,45,1,38.58,161082
2016,6.6,58,1,38.56,96979
2014,5.1,36,5,38.54,97329
2012,5.9,47,5,38.52,68455
2005,7.8,82,7,38.41,222988
1988,7.6,78,1,38.41,62355
1984,8,84,1,38.4,703540
2013,6.3,28,1,38.36,131945
2001,6.1,40,5,38.35,110639
1999,6.8,56,7,38.33,164406
2015,7.5,87,7,38.32,111565
2001,5.7,32,5,38.25,88398
1999,7.3,70,5,38.18,260280
2002,7.1,60,3,38.18,86401
2011,6.2,52,11,38.18,115893
1987,7.1,46,2,38.12,154439
1987,6.7,45,1,38.12,126644
2009,6.4,34,1,38.11,63183
2008,6.6,57,2,38.09,122850
1994,5.3,49,5,38.09,56508
2002,5.5,32,1,38.08,56576
1998,5.5,35,11,38.07,53695
2017,5.8,39,11,38.05,51617
1991,6.2,60,2,38.04,55732
1997,7,55,2,37.96,109258
2002,5.6,53,5,37.95,66249
2005,5.9,51,2,37.92,108249
2001,6.2,49,11,37.9,100506
2014,7.1,76,2,37.88,106783
2000,6,49,5,37.88,89326
1996,6.3,52,5,37.77,191492
2004,6.1,64,1,37.76,77598
2013,7.2,58,7,37.74,77516
2013,7.6,77,4,37.71,86633
2011,5.5,29,9,37.66,100302
2006,8.2,98,7,37.63,553035
1998,7,85,6,37.56,78204
2011,6.7,53,1,37.52,338465
2012,5.9,42,1,37.52,140201
2009,7.3,74,4,37.49,137826
2015,7.1,33,7,37.43,67351
2011,7,57,2,37.41,214965
2012,7.3,58,6,37.4,209018
2011,6.6,59,4,37.31,113670
2011,6.3,39,5,37.08,150973
2011,6.1,49,1,37.05,85586
1999,8.8,66,7,37.03,1609459
2009,7.1,64,6,37.02,123438
1998,6.1,35,7,37.02,91310
2012,5.6,31,5,36.93,80175
2013,6.3,42,5,36.92,99968
2003,7.3,61,5,36.91,115937
2006,6.6,63,1,36.88,119982
2001,6.6,58,1,36.85,57087
2007,6.8,56,6,36.79,54438
2007,5.8,46,5,36.79,78664
2011,6.4,45,1,36.67,85297
1999,6.5,19,13,36.66,113562
2007,7.5,64,4,36.61,60262
1989,6.9,44,5,36.6,59848
1998,7.6,78,7,36.4,156616
2011,6.1,33,1,36.39,214562
2018,6.3,56,1,36.34,66954
2006,6.5,47,5,36.32,114736
2008,6.4,43,1,36.32,183648
1992,6,35,1,36.3,75787
2016,7.4,70,1,36.26,225702
2017,6.2,45,1,36.25,52142
1985,6.3,71,1,36.2,114998
2005,6.6,40,6,36.02,67009
2003,5.9,41,5,35.99,53503
2014,7.7,72,4,35.89,341865
2005,6.9,50,1,35.82,283845
2016,6,42,11,35.79,65072
2012,6.8,58,7,35.76,54396
2002,6.5,52,7,35.75,69812
2008,7.8,63,4,35.74,218536
1993,6.7,44,2,35.74,103516
2003,5.6,36,11,35.67,52899
2006,6.7,45,1,35.66,129660
2010,6.3,61,6,35.61,85541
2011,6.1,41,5,35.61,56792
2006,7.9,84,7,35.55,413512
2016,5.9,21,5,35.54,95471
1973,6.8,55,1,35.38,84987
2012,5.7,36,1,35.35,113735
2003,6.3,71,5,35.33,83709
2012,7,74,3,35.29,86312
2013,5.9,53,7,35.27,122140
1991,7.2,62,4,35.18,75541
2002,6.7,58,7,35.17,54333
2008,5.9,35,3,35.16,49082
1985,6.7,51,1,35.1,129327
2015,5.8,36,2,35.09,53950
2002,5.5,29,5,35.08,82719
2012,6.5,43,7,35.07,50274
2011,7.8,78,6,35.06,504604
2010,6.8,63,1,35.05,120242
2011,6.3,61,2,35.03,60693
2011,7.7,72,5,35.01,295343
1978,7.6,59,4,35,63258
1988,6.1,61,1,34.99,57029
1981,7.4,56,2,34.97,52124
2007,5.6,19,5,34.93,80052
2016,5.2,33,1,34.91,86768
1988,7.6,74,7,34.7,58475
1989,6.6,58,1,34.67,83409
2005,6.6,44,1,34.64,100625
1988,7.8,65,6,34.6,75898
2000,5.9,49,1,34.6,108419
2000,7.3,67,7,34.59,49651
1999,7.4,58,4,34.58,113915
2015,7.1,55,4,34.53,74081
2003,7.3,74,4,34.47,121005
2004,8.3,89,7,34.4,793535
2017,7,55,1,34.39,73397
2016,6.2,42,1,34.34,130489
2006,7.5,69,7,34.3,267737
2004,5.6,39,1,34.3,151533
2014,6.6,44,5,34.29,63428
2008,7.6,58,7,34.19,212807
2006,5.5,58,1,34.02,123939
2015,6.5,56,5,34.02,69710
2004,7.3,65,7,33.99,185976
1990,6.4,65,1,33.88,52947
2003,5.8,62,5,33.83,48098
1976,7.4,85,11,33.8,146602
2017,7.7,73,6,33.8,148360
2003,5.5,35,7,33.72,83245
2017,5.3,21,1,33.7,70497
2004,6.5,33,1,33.68,139057
2014,6,55,6,33.63,57874
2013,5.6,25,1,33.62,105868
2006,7.1,79,7,33.6,109731
2005,7.4,82,7,33.58,122670
2010,6.2,44,11,33.58,119124
2000,7.2,40,7,33.52,105313
2008,5.8,47,5,33.47,73097
2008,7.5,68,7,33.42,110969
2013,7.3,78,7,33.41,174786
1968,8,79,2,33.4,152919
1996,6.8,44,1,33.33,66048
2009,6.5,66,4,33.31,58486
2007,6.4,56,5,33.3,102532
1988,6.6,58,11,33.24,73454
2007,7,74,4,33.23,55044
2001,8.3,69,5,33.23,630513
2007,7.7,78,6,33.08,373282
1996,6.9,72,5,33.08,106122
2011,6,38,7,33.05,83699
2011,5.7,36,5,33.04,48239
1982,6.8,58,1,33,103768
1998,6.1,37,1,32.94,60979
2005,6.5,60,5,32.88,55790
2008,5.7,41,5,32.85,54426
2004,7.2,64,1,32.77,147927
2010,6.5,56,7,32.75,85980
2018,6.9,79,2,32.73,179734
2009,6.6,42,11,32.72,77331
1995,7.1,46,2,32.7,69126
1999,6.6,42,1,32.7,108901
2004,6.2,38,6,32.68,72575
2010,5.6,25,5,32.67,56128
2005,6.2,47,5,32.62,94141
2000,6.2,45,1,32.6,52241
2002,8.5,85,4,32.57,610645
2002,6.7,66,5,32.54,97579
2000,7.9,90,2,32.53,229864
1999,7.8,71,4,32.48,72903
2014,5.6,59,11,32.48,59161
2009,6.2,54,5,32.42,119339
2009,7.7,76,5,32.39,429267
2014,7.9,76,6,32.38,383875
2010,6.7,55,5,32.37,162759
2015,6.6,38,5,32.36,69763
1987,7.3,63,5,32.22,107758
2013,7.1,75,6,32.17,164944
2001,6.4,49,3,32.13,77045
2002,5.9,37,5,32.12,76376
2005,5,35,1,32.12,48890
1973,7.6,57,3,32.06,99166
2005,5.3,41,11,32.06,105271
1995,6.6,54,7,32.05,48169
2018,8,82,3,32.02,77551
2013,3.5,11,5,32.02,57994
1960,8.5,97,11,32,513004
2004,6.5,60,1,32,85716
2015,6.3,56,5,32,84342
1995,7.5,82,7,31.97,104046
2008,7.2,59,5,31.97,142458
2016,7.4,69,1,31.89,70463
2002,6.1,50,6,31.87,48421
2011,6.9,46,2,31.85,91409
2008,7.6,84,4,31.84,152256
2009,6.1,36,1,31.81,98787
1976,7.9,69,17,31.8,58040
1999,5.7,34,1,31.77,49007
2009,7.1,60,3,31.74,122986
2008,6.1,51,1,31.72,143213
2008,6,53,11,31.69,63798
2007,7.5,38,7,31.66,97206
2012,5.6,31,7,31.61,64986
2002,6.8,64,7,31.6,106098
2001,6.8,54,11,31.6,136773
2010,6.4,46,5,31.58,113637
2006,7.6,90,7,31.57,91123
2015,6.8,41,1,31.57,207635
2005,7.5,80,4,31.5,88978
2005,7.5,81,7,31.49,206269
2010,7.5,69,1,31.49,325766
2008,6.7,64,5,31.49,82644
2008,6.6,56,5,31.46,162195
2008,5.4,36,7,31.42,48084
2001,7.1,69,7,31.25,77193
2003,5.5,48,1,31.19,84343
2010,6.9,65,7,31.18,59886
2013,5.9,33,1,31.17,119147
1993,7.5,71,6,31.16,65478
2010,6.5,37,7,31.16,53578
2001,6.3,29,5,31.16,48634
2016,5.4,25,1,31.15,90276
2015,6.5,66,7,31.06,115035
1984,5.9,53,1,31.04,69385
2010,6.5,57,5,31.01,65277
2016,6.8,23,7,30.98,72718
1984,6.6,40,1,30.93,108212
1987,8.1,77,2,30.86,345662
1974,7.5,75,11,30.86,116294
2000,6.7,47,7,30.7,49738
2014,6.2,40,1,30.7,79272
2008,6.2,35,11,30.69,95313
1990,6.3,46,1,30.67,128015
2013,6.4,44,5,30.66,68917
1999,7.3,62,2,30.65,195023
2014,7.3,68,2,30.64,167860
2014,6.2,40,11,30.58,62309
1981,7.6,60,5,30.57,78887
2011,5.7,39,5,30.54,64742
2017,6.4,48,1,30.35,50585
2016,5.8,23,1,30.35,59240
2002,5.3,30,7,30.34,48617
2000,8.3,55,5,30.33,696147
1998,6.2,26,5,30.32,52293
2007,7.6,65,4,30.23,52376
2017,6.6,54,11,30.23,166827
1979,8,84,5,30.18,58765
2002,5.5,28,11,30.11,84263
2009,6.5,57,1,30.1,114580
1998,7.5,75,4,30.08,83519
2016,6.3,72,5,30.08,106188
2001,6.9,51,5,30.06,138409
1989,6.5,36,1,30.05,51422
1980,7.3,73,5,30.03,48051
2008,7.3,69,6,30.03,163352
2011,6.4,54,4,30.02,93782
2017,7.5,77,4,30.01,116152
1960,7.9,87,2,30,110311
1985,5.4,43,11,30,52471
2013,6.4,35,5,29.81,52579
1973,7.8,87,4,29.8,93734
1998,6.5,52,6,29.75,99109
1999,6.1,65,1,29.66,57772
2005,6.2,67,1,29.26,80999
1974,8.2,92,7,29.2,256589
2011,5.7,41,1,29.14,105969
2011,6.6,49,1,29.12,137781
1999,7.9,84,4,28.97,146648
1999,7.4,51,4,28.87,143064
2016,4.7,34,5,28.85,57755
2012,6.2,62,5,28.84,86096
2013,6.6,41,1,28.8,231265
2017,7.5,71,4,28.78,86277
2015,5.3,34,1,28.78,51699
2005,7.4,88,4,28.75,114093
2007,7,78,7,28.64,236366
2008,7.2,58,1,28.64,127820
2009,6.4,43,7,28.57,69928
2007,6.9,59,6,28.56,78478
2009,7.1,58,7,28.5,100272
2007,7.3,45,6,28.48,133907
1994,9.3,80,7,28.34,2011509
1976,8.3,94,6,28.26,611197
2011,5.1,25,1,28.09,70807
2003,6.2,51,1,28.08,129675
2005,5.2,34,1,28.03,97219
1997,7.4,76,1,28.01,80569
2011,5.6,40,7,27.87,71038
2016,7.4,99,7,27.85,207369
2006,7,57,1,27.83,216883
2001,6.9,27,7,27.81,48869
2017,7,78,5,27.78,96155
2010,6.1,52,5,27.76,88211
2013,6.5,61,11,27.7,103358
2009,6,30,11,27.69,90494
2007,6.2,35,2,27.67,95609
1989,7.9,91,5,27.55,71120
2016,6.8,58,1,27.55,53725
1995,7.3,54,5,27.47,87296
2015,6,34,1,27.37,82269
2013,8,84,4,27.3,388547
2015,6.8,38,1,27.29,67334
2000,7.5,79,5,27.28,155694
2009,6.7,43,6,27.15,56892
2012,7.5,55,1,27.11,319356
1982,7.2,67,5,27.09,82451
1982,8.2,89,15,27,603815
2013,8.1,75,1,26.95,379551
2005,4.4,37,1,26.87,61883
2016,7.6,88,1,26.86,162402
2005,6.4,45,5,26.84,63256
2016,5.6,49,1,26.83,69971
2008,6.7,50,4,26.81,93952
2004,7.5,67,5,26.78,199147
2014,6.7,29,7,26.76,56602
1997,6.7,35,11,26.67,139080
2008,4.5,33,1,26.64,58220
2013,5.9,35,1,26.63,103320
2010,6.6,60,1,26.59,178934
2003,6.5,34,1,26.54,54905
1999,6.6,48,5,26.49,54406
2015,6.6,59,1,26.44,91066
2008,6.8,55,1,26.42,101212
1997,7.9,85,7,26.4,214391
2014,6.5,57,6,26.31,101713
2008,7.9,81,7,26.24,273134
1990,7.5,62,7,26.12,87621
2014,6.2,36,5,26.05,89711
2005,7.2,71,2,26.02,179537
2013,7,81,1,26,224099
2007,6.2,46,5,25.93,52690
2010,6.5,33,5,25.92,83032
1987,6.8,66,1,25.89,48133
2002,7.4,61,4,25.89,72248
2005,5.5,36,1,25.86,117711
1996,6.9,71,5,25.81,55748
1996,7.3,48,1,25.75,251051
2013,5.9,34,5,25.68,67236
1995,7.2,55,1,25.63,155218
1983,7.2,41,6,25.6,65831
2007,7.2,58,11,25.59,253615
1995,6.4,16,5,25.59,117897
2013,8,90,7,25.57,443968
2000,8.5,80,13,25.54,997174
1981,6.6,40,11,25.53,63102
2005,7.9,74,1,25.51,264263
1984,7.5,76,11,25.5,178277
1996,5.7,54,1,25.48,61995
2005,5.6,52,7,25.47,55594
2009,5.9,34,13,25.46,68689
2009,6.5,52,1,25.45,85426
2014,7.7,78,7,25.44,401039
2002,6.8,51,1,25.3,263207
2001,6.7,27,7,25.29,78283
2004,6.2,43,5,25.27,59159
1981,7.2,76,1,25.24,107851
2015,6.8,83,11,25.14,140187
2013,6.7,49,1,25.13,205485
2011,6.5,44,1,25.12,115170
2017,6.8,72,4,25.11,51764
2007,7.6,77,1,25.03,166993
2015,6.9,47,1,25.02,104364
1993,8.1,84,4,25.01,136235
1959,8.3,97,5,25,211197
1973,7.7,83,1,25,86227
2010,5.5,53,5,25,79817
2014,6.3,38,1,24.98,57848
1996,6.9,43,5,24.94,70173
2008,6.6,39,1,24.85,88930
2011,5.4,28,1,24.83,83798
1994,7.5,88,4,24.82,59439
2011,6.4,60,5,24.81,79492
1963,7.5,85,1,24.8,102269
2017,7.6,60,7,24.8,75001
2005,7.6,71,5,24.79,203512
2002,5.1,32,5,24.72,50686
2006,7.7,70,1,24.63,67941
1996,8.1,85,6,24.61,541549
2005,7,58,1,24.52,92422
1996,8,84,7,24.48,79920
2013,6.6,66,5,24.48,211765
2017,5.7,63,7,24.45,63740
2005,4.7,34,1,24.41,79849
1967,8,75,6,24.38,57982
1999,7.2,65,6,24.36,75371
2007,7.4,56,7,24.34,99795
2016,6.6,59,5,24.25,56247
2011,7.1,85,7,24.15,170445
2005,7.6,62,6,24.15,271943
2006,7.4,65,5,24.14,122635
2004,7.3,62,2,24.01,161054
2004,5.8,49,1,24.01,77018
2009,5.8,54,5,23.99,56073
2010,6.5,42,1,23.98,105370
1985,6.6,46,5,23.83,69633
1984,7.1,61,5,23.69,88940
1946,8.1,92,7,23.65,51482
2007,7.9,81,1,23.64,411037
2006,3.7,36,11,23.64,58736
2010,6.4,44,1,23.58,81415
2004,8.1,79,4,23.53,305476
2008,7,60,1,23.53,52443
1980,8.2,89,4,23.38,277629
1995,8.6,77,6,23.34,873083
2010,6.5,44,1,23.24,90549
2008,7.1,70,7,23.22,222521
2014,5.5,39,1,23.22,97673
1993,7.2,57,5,23.2,50615
1999,8,85,3,23.16,151743
2005,7.6,72,7,23.09,186819
2011,5.9,42,2,23.07,50547
2014,6.3,42,7,23.02,199163
1993,7.9,84,7,22.95,54531
2004,6.3,53,5,22.92,55368
2008,7.3,69,7,22.91,172429
1998,7.3,54,6,22.91,132384
1999,7.8,90,5,22.86,282299
1987,7.4,68,5,22.85,113094
1969,6.8,61,1,22.8,69128
2000,6.6,48,3,22.75,55521
2006,5.1,50,5,22.53,58095
2013,5.9,44,2,22.53,66115
2008,5.6,26,1,22.53,88268
2006,5.6,49,6,22.52,67352
1979,7.7,65,1,22.49,82912
2006,7.8,53,6,22.49,284276
2007,6.3,36,1,22.47,79309
2015,5.7,28,1,22.47,78289
1999,8,77,7,22.46,264570
2015,6.4,47,7,22.33,69554
2002,7.7,83,5,22.25,161479
1987,7.8,62,7,22.24,102733
1963,7.2,61,3,22.18,76678
2000,7.7,74,7,22,110828
2001,6.6,75,13,21.97,58925
2005,6.6,48,5,21.84,63474
1981,6.1,26,11,21.72,49168
1992,7.6,86,5,21.71,47941
1976,7.5,64,6,21.71,50870
2011,5.5,31,2,21.6,91640
2012,7.4,76,7,21.59,152978
2016,7.3,58,4,21.59,110943
1983,7.9,91,2,21.5,50678
2013,7.4,68,5,21.5,130001
2013,7.6,53,7,21.49,115826
2011,4.9,18,1,21.43,54126
2012,7.3,68,6,21.38,219616
1980,6.8,55,11,21.38,54989
2010,4.4,26,1,21.37,82504
2011,5.2,36,1,21.3,88904
2011,6,35,7,21.28,57953
1983,6.7,57,11,21.2,60395
2014,6.2,38,11,21.2,63514
2016,5.7,38,1,21.2,63171
2002,5.6,56,11,21.16,68763
2010,7.4,52,1,21.15,163019
1999,7,67,11,21.13,68255
2017,7.4,76,4,21.12,98002
2017,7.5,90,7,21.02,73201
2004,6.1,47,1,21.01,48986
2002,6.4,26,5,21.01,96416
2009,7.8,83,3,21,169946
2015,5.4,40,5,20.99,50429
2008,5.9,47,7,20.98,84234
1974,6.8,43,1,20.97,83871
2009,5.2,39,1,20.82,93139
2010,7,86,5,20.81,118982
2007,5.1,32,11,20.8,55722
1989,7.4,85,5,20.78,74534
1983,7.2,69,11,20.77,52559
2005,6.2,71,11,20.7,85536
1984,7.2,68,5,20.5,52683
2009,5.8,27,1,20.49,122694
2017,5.3,43,7,20.48,67298
2011,5.8,35,1,20.38,96764
2007,7.7,72,6,20.3,226356
1995,4.7,16,7,20.3,55966
2012,6.5,66,1,20.28,103786
2008,6.7,64,6,20.21,54673
1996,7.3,79,4,20.19,79907
1984,7.4,46,2,20.16,115144
1979,8.1,75,5,20.05,321786
2005,6.3,54,1,19.98,69850
2013,6.5,40,1,19.78,95787
2008,4.8,30,1,19.78,56889
2001,6.8,71,6,19.72,48367
2013,6.2,49,6,19.7,70362
2007,7.5,61,7,19.66,88965
2003,7.6,31,6,19.59,99363
1960,8.1,93,5,19.52,57015
1994,8.6,64,6,19.5,882106
2011,6.2,55,1,19.49,59953
2003,5.6,28,1,19.48,56578
2013,6.2,52,7,19.45,77955
2000,7.4,73,5,19.39,57907
2007,6.2,54,6,19.36,87777
2013,5.6,36,6,19.32,57121
1983,8,77,5,19.29,117073
2010,7.6,80,3,19.2,65358
2006,6.3,46,5,19.19,59792
2014,5.1,30,1,19.08,73484
2010,7.1,40,7,19.07,126605
2012,7.6,73,7,19.02,171427
2011,5.8,67,1,18.94,77601
2014,4.2,22,1,18.85,49465
2014,7.5,72,7,18.75,112419
2015,7.3,73,7,18.7,69817
2007,7.1,55,4,18.67,52886
1999,6.7,44,13,18.66,150749
1995,6.4,49,1,18.64,76571
2000,7.5,78,5,18.62,50285
2012,6.6,40,1,18.62,135419
2008,7.7,80,4,18.59,95643
2006,4.4,18,1,18.5,75414
2001,7.1,48,5,18.49,88721
2011,6.5,66,11,18.47,76766
2005,5.9,45,1,18.47,68735
2009,6.4,58,5,18.44,104188
2007,8.1,73,2,18.35,508614
2010,7.6,82,2,18.34,314796
2007,6.8,63,5,18.32,61242
2011,6.4,64,5,18.3,92860
1989,8,77,5,18.25,48861
2004,7.1,64,2,18.23,169049
2001,6.9,43,1,18.21,63548
2007,6.2,42,1,18.21,137072
2017,8,93,7,18.1,130033
2002,7.3,78,5,17.84,127627
2017,6.6,75,7,17.8,138644
2010,6.3,51,5,17.8,53780
2015,7.2,82,4,17.77,133863
2012,8,67,7,17.74,410826
2015,6.9,67,7,17.74,56422
2004,6.6,45,5,17.72,178935
2011,5.2,24,11,17.69,50465
2013,7.7,86,2,17.65,102973
1997,6,29,1,17.63,62743
2013,6.2,42,1,17.62,102630
2006,7.7,74,4,17.61,161829
2007,5.5,46,11,17.61,78515
2013,7,78,5,17.54,54624
2012,5,16,11,17.53,55568
2006,7.4,73,6,17.51,69814
1998,8.1,71,5,17.5,636671
2000,5.7,34,1,17.48,51563
2015,7.2,72,5,17.47,74630
2008,5.9,44,11,17.43,64563
2013,6.3,50,11,17.41,64619
2002,5.4,53,1,17.32,48321
2006,5.4,29,5,17.32,49573
1998,6.7,16,5,17.28,53340
1993,7.8,80,6,17.27,112757
2014,6.8,73,6,17.24,66100
2012,5.6,53,5,17.23,67823
2014,5.5,30,1,17.22,64915
1987,7.3,61,11,17.19,71024
2012,6.5,55,1,17.14,93902
1998,7.7,86,5,17.11,153365
2007,7.7,82,6,17.11,209562
2004,7.8,78,1,17.11,112636
2005,6.9,53,6,17.04,84294
2008,7.6,94,7,17.02,380922
2009,5.7,66,7,17,86085
2004,6.3,59,5,17,55849
2013,5.3,48,6,16.97,90230
2011,6.2,49,11,16.93,108473
2007,5.9,17,6,16.93,70551
1999,7.3,72,5,16.84,63098
2007,6.2,34,11,16.81,77083
2004,7.8,75,2,16.76,90142
2012,6.3,54,5,16.69,77726
1990,7.2,65,5,16.67,105040
1999,6.8,70,7,16.64,57699
1996,8.2,83,7,16.5,570676
2012,7.1,86,7,16.38,125886
2004,5.5,24,5,16.32,50148
1998,7.5,82,6,16.31,56623
2011,6.3,71,5,16.31,71929
2007,6.9,45,4,16.29,60484
2003,7.7,70,6,16.25,208370
2001,6,33,7,16.25,49427
2009,5.2,47,5,16.2,103680
2005,6.3,54,11,16.19,61927
2013,7.4,62,5,16.17,125580
2013,5.9,44,4,16.12,86888
2005,6.8,30,5,16.12,82045
2013,7.5,85,4,16.1,65994
1962,7.3,78,1,16.07,130430
2009,6.8,76,5,16.03,144458
2012,6.4,44,6,16.01,78565
2002,7.1,67,4,16,77549
2006,6.4,65,4,15.96,90748
2007,7.6,61,7,15.8,73373
2015,7.4,54,4,15.79,70694
2008,6.7,45,6,15.71,56427
2012,5.4,51,1,15.63,57491
2010,7.2,77,7,15.54,145704
1999,7,36,13,15.5,59691
1985,6.5,30,2,15.5,53124
2009,6.5,63,2,15.48,62533
2016,7,66,4,15.43,58506
2003,6.1,32,11,15.42,98546
2013,7.8,55,5,15.32,248792
2009,6.5,63,5,15.28,69523
2008,5.4,24,1,15.28,52018
2006,6.9,53,4,15.23,93775
2008,7.7,86,3,15.09,102838
2000,7.6,64,6,15.07,415929
2007,5.9,45,15,15.07,69985
2009,5.6,47,7,15.05,83449
2012,6.2,64,6,15.03,122086
2012,7.2,66,5,15.02,216595
1965,8.3,74,17,15,195742
2002,6.2,65,7,14.97,73588
2016,5.9,34,1,14.9,48878
1999,7.3,83,5,14.88,81439
1989,7.9,97,4,14.74,59051
2006,6.8,49,1,14.73,48146
2015,8.2,86,7,14.68,291082
2014,6.9,83,11,14.67,171569
1985,7.3,36,5,14.64,66879
2011,7,65,4,14.6,77961
2004,6.7,47,5,14.59,186594
1987,7,57,11,14.56,89329
1990,7.2,52,5,14.56,72292
1964,8,65,17,14.5,171778
2014,7,62,4,14.48,73846
2015,6.1,50,1,14.43,73968
1998,7.7,66,13,14.38,173705
2007,6.5,33,6,14.38,68506
2012,6.1,48,1,14.33,88268
1999,6.4,54,2,14.28,60172
2016,6.3,36,1,14.27,49102
2016,7.4,77,5,14.26,78059
2008,1.9,15,5,14.19,80971
2012,5.3,63,6,14.12,122723
2011,6.1,35,5,14.01,66328
2017,6.2,78,11,13.99,63248
2016,6.7,81,4,13.96,62510
2007,6.7,43,5,13.92,67868
2011,7,48,7,13.84,123929
2008,6.9,62,4,13.82,70406
2010,6.3,32,1,13.79,94359
1982,8.1,57,11,13.78,317593
2006,7.9,89,7,13.76,143829
2014,6.5,46,6,13.76,135448
2005,7.2,79,5,13.74,90149
2011,8.2,71,7,13.66,392008
2015,6.6,42,5,13.65,91072
2009,6.2,41,1,13.63,127842
2001,7.7,88,2,13.62,102916
2004,7.9,76,5,13.54,454096
2012,7.1,60,1,13.41,229301
2011,6.8,85,7,13.3,152958
1959,8.3,98,2,13.28,261554
2009,6.2,25,11,13.25,69083
2013,7.5,93,7,13.24,118673
2008,6.7,72,5,13.21,64841
2011,8.5,57,4,13.18,640539
2001,7.3,64,6,13.1,69390
2011,6.2,56,5,13.1,93285
2014,8.5,88,7,13.09,576916
2002,7.7,67,7,13.06,160536
2009,6.9,68,7,13.04,60307
2003,7.6,71,6,13.01,60825
1988,7.3,52,1,13.01,91490
2006,7.6,84,5,12.9,85789
2004,7,40,7,12.83,49246
2012,6.6,63,7,12.82,82245
2007,6.7,49,1,12.81,138102
2012,7.3,86,2,12.8,76258
2016,7.2,66,4,12.79,88181
2004,6.7,55,5,12.78,59819
1986,7.4,50,2,12.73,109444
2015,7.2,95,7,12.71,94483
2005,6.7,69,4,12.71,77328
2015,7.1,66,4,12.71,137328
2016,6.3,52,1,12.63,57785
2003,6.1,31,11,12.63,67778
2009,7.3,85,7,12.57,121246
2005,6.6,61,5,12.48,73673
1981,7.6,77,1,12.47,151028
1997,7.8,64,7,12.34,252332
1993,7.9,59,6,12.28,183427
2015,6.5,34,1,12.28,77540
2010,7.1,79,7,12.13,104491
1963,8.2,87,2,12.1,198171
2014,7,81,4,12.1,123073
2008,6.9,61,5,12.06,65749
2013,6.4,54,1,12.05,124443
1997,7.3,71,5,12.01,123170
2000,6.7,62,7,12.01,57407
1988,8.5,80,7,11.99,191394
2007,7.2,67,2,11.9,160113
1998,6.8,59,5,11.88,57936
2018,7.6,67,1,11.87,65810
1988,6.8,29,1,11.81,67287
2003,6.9,72,4,11.63,66818
1999,7.6,86,4,11.53,85322
1992,7.6,57,5,11.5,147193
1981,8.4,86,2,11.49,200797
2012,7.1,37,7,11.49,68438
1963,7.7,87,7,11.4,149959
2013,6.8,63,6,11.33,96405
2006,8.4,89,7,11.29,310304
2005,6.5,57,2,11.29,48502
2001,7.1,57,1,11.26,57393
2011,7.4,76,7,11.24,72591
2008,6.4,52,5,11.17,84865
2016,6.6,64,5,11.1,59114
1986,7.3,53,1,11.1,108730
2004,7.6,89,1,11.05,100316
2005,7.1,56,4,11.01,48262
2009,7.3,64,4,11,52330
2008,6,51,1,10.96,67460
2013,6.5,39,1,10.88,60133
1999,7.8,68,5,10.82,221494
1992,7.8,80,6,10.73,86646
2014,7.1,69,6,10.72,128303
2011,5.4,44,1,10.71,88502
1998,7.7,41,2,10.68,236720
1999,5.3,37,7,10.67,49662
2016,7.5,67,6,10.64,189505
2010,4.7,33,1,10.54,50615
2006,6.7,48,5,10.53,74652
2014,6.6,54,5,10.51,57312
2014,5.7,41,1,10.51,54330
2009,6.8,28,1,10.33,134429
2007,7.6,66,4,10.3,75446
2009,6.3,24,1,10.27,57478
1956,7.5,78,7,10.25,49939
2011,7.2,75,5,10.18,51179
2005,6,36,1,10.17,61569
2015,7.3,70,2,10.14,105766
2006,7.3,51,7,10.14,212317
2009,7.8,76,6,10.1,192802
2001,8.6,96,3,10.06,529063
2006,6.8,48,5,10.01,56110
1933,7.9,90,2,10,72017
1985,8,88,7,9.93,170862
2010,7.4,81,7,9.74,164906
2007,6.8,55,7,9.74,51311
2003,5.9,50,5,9.69,50933
2002,6.1,49,5,9.68,55618
1954,8.2,88,6,9.6,123978
1939,8.2,73,5,9.6,94649
2007,6.8,36,1,9.53,65217
1992,7.6,47,4,9.49,48380
1952,8,89,1,9.45,88248
2009,7.1,58,5,9.45,49051
2007,7.9,88,7,9.44,103076
